Probe	E14.5_R1	E14.5_R2	Neonatal_R1	Neonatal_R2	Adult_R1	Adult_R2	TAC_R1	TAC_R2
Rap2c	734	860	516	615	284	276	428	378
Mbnl3	908	1390	641	679	30	23	61	49
AL671848.1	0	0	0	0	0	0	0	0
Hs6st2	1046	1681	1908	1796	24	17	51	61
Usp26	2	4	1	2	0	0	0	2
1700080O16Rik	0	0	0	0	0	0	0	0
Gpc4	699	1036	939	983	263	237	436	350
AL672019.1	0	0	0	0	0	0	0	0
Gpc3	3884	5094	1348	1192	186	127	110	137
Gm14582	27	40	5	5	3	3	2	1
A630012P03Rik	72	79	21	13	1	0	0	2
Mir363	0	0	0	0	0	0	0	0
Mir92-2	0	0	0	0	0	0	0	0
Mir19b-2	0	0	0	0	0	0	0	0
Mir20b	0	0	0	0	0	0	0	0
Mir18b	0	0	0	0	0	0	0	0
Mir106a	0	3	0	0	0	0	0	0
Ccdc160	0	6	2	0	1	0	5	4
Phf6	720	756	519	589	174	191	277	275
Hprt	2238	2205	1192	1549	685	777	909	949
Mir450b	1	0	0	0	0	0	0	0
Mir450-1	0	0	0	0	0	0	0	0
Mir450-2	0	0	0	0	0	0	0	0
Mir542	0	0	0	1	0	0	0	0
Mir351	14	15	4	7	0	0	0	0
Mir503	2	3	0	1	0	0	0	0
Mir322	1	1	0	0	0	0	0	0
C430049B03Rik	683	612	326	418	21	15	33	40
Plac1	68	65	68	41	0	0	1	0
Fam122b	694	718	484	462	59	73	112	86
Fam122c	2	4	11	3	0	0	0	1
Mospd1	774	757	665	762	482	530	571	499
Etd	0	0	0	0	0	0	0	0
Gm14597	4	5	7	3	1	1	0	0
Cxx1c	71	74	30	33	14	19	21	21
Cxx1a	59	63	51	51	39	28	36	37
Cxx1b	51	74	57	58	36	33	37	36
AW822252	0	3	2	3	0	0	1	0
4930502E18Rik	1	6	1	0	0	0	0	0
1700013H16Rik	0	0	0	1	0	0	0	0
Zfp36l3	0	0	0	0	0	0	0	0
Xlr	39	49	38	37	32	42	38	36
Gm15482	1	1	3	2	0	0	0	1
AL670953.1	0	0	0	0	0	0	0	0
Gm16405	0	0	0	0	0	0	0	0
Gm16430	0	0	0	0	0	0	0	0
Slxl1	0	0	0	0	0	0	0	0
3830403N18Rik	54	42	27	27	29	30	20	42
Gm773	1	3	0	0	0	0	1	0
1600025M17Rik	1	0	0	1	0	0	1	0
Zfp449	182	199	169	147	116	108	139	135
Ncrna00086	28	45	11	6	1	1	9	3
Gm2174	0	2	0	0	0	0	4	0
Ddx26b	1151	1155	1019	1012	366	339	471	516
Gm10477	0	0	0	0	0	0	0	0
Gm648	1	3	5	4	0	0	0	0
Mmgt1	669	724	442	508	358	385	463	402
Slc9a6	445	542	410	473	376	381	452	404
Fhl1	1872	2164	1772	2150	769	874	1899	1498
Mtap7d3	116	110	122	75	10	11	27	19
Gpr112	5	11	11	4	0	0	0	0
Brs3	0	0	0	0	0	0	0	0
Htatsf1	1404	1441	822	1043	823	875	1003	980
Vgll1	1	5	5	1	0	0	0	0
Gm14718	0	0	0	0	0	0	0	0
Cd40lg	0	0	1	0	1	1	2	0
Arhgef6	1343	1394	1466	1432	1562	1624	1950	1883
Rbmx	1520	1535	810	1005	517	548	578	628
Gm364	1	0	6	2	0	0	0	0
Gpr101	0	2	2	1	0	0	0	0
Zic3	0	0	1	0	0	0	0	0
4930550L24Rik	0	0	0	0	0	0	0	0
Fgf13	5852	9004	10964	13223	12009	11284	10210	9763
F9	0	0	0	0	0	1	1	2
Mcf2	22	28	37	22	0	0	3	1
Atp11c	2653	3709	2872	3612	845	854	913	971
Gm14661	3	6	5	4	0	1	3	0
Sox3	13	14	0	2	0	0	0	0
Gm14662	0	0	0	0	0	0	0	0
Gm14664	0	0	0	0	0	0	0	0
C230004F18Rik	1	4	8	8	0	4	0	0
Cdr1	0	0	0	0	0	0	0	0
Ldoc1	0	0	0	0	0	0	0	0
AL672051.1	0	1	2	1	0	0	0	0
4933402E13Rik	0	0	0	0	0	0	0	0
4931400O07Rik	0	0	0	0	0	0	0	0
1700019B21Rik	0	1	0	0	0	0	0	0
Gm6760	0	0	0	0	0	0	0	0
3830417A13Rik	5	3	2	0	0	0	0	0
Slitrk4	696	804	229	356	65	51	322	167
Ctag2	0	0	0	0	0	0	0	0
4930447F04Rik	0	0	0	0	0	0	1	0
Slitrk2	31	33	12	11	0	0	17	4
Mir743	0	0	0	0	0	0	0	0
mmu-mir-871	0	0	0	0	0	0	0	0
Mir742	0	0	0	0	0	0	0	0
Mir883a	0	0	0	0	0	0	0	0
Mir883b	0	0	0	0	0	0	0	0
Mir471	0	0	0	0	0	0	0	0
Mir741	0	0	0	0	0	0	0	0
Mir463	0	0	0	0	0	0	0	0
Mir880	0	0	0	0	0	0	0	0
Mir878	0	0	0	0	0	0	0	0
Mir881	0	0	0	0	0	0	0	0
mmu-mir-743b	0	0	0	0	0	0	0	0
Mir470	0	0	0	0	0	0	0	0
Mir465	0	0	0	0	0	0	0	0
1700036O09Rik	0	0	0	0	0	0	0	0
Gm1140	0	0	0	0	0	0	0	0
Gm14692	0	0	0	0	0	0	0	0
4933436I01Rik	0	0	0	0	0	0	0	0
Mir201	0	0	0	0	0	0	0	0
Mir547	0	0	0	0	0	0	0	0
Fmr1	2570	2854	1964	2393	381	432	665	613
Fmr1nb	15	28	42	25	6	5	13	12
Gm14698	334	371	283	351	185	205	266	248
Gm6812	0	0	0	0	0	0	0	0
n-R5s7	0	0	0	0	0	0	0	0
Gm14705	6	7	0	0	0	0	0	0
Aff2	2190	3519	1875	2789	347	318	487	361
AL808131.1	0	0	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0
Ids	168	201	260	242	222	204	273	242
1110012L19Rik	133	124	91	88	105	106	104	93
4930567H17Rik	0	0	0	0	0	0	0	0
BC023829	221	229	144	192	102	113	142	126
Mamld1	844	1319	1982	1829	265	294	335	298
Mtm1	363	416	738	746	770	809	728	677
Mtmr1	762	878	828	971	546	595	671	691
Cd99l2	1045	1168	951	1204	876	923	1148	996
Gm16189	15	19	30	16	16	13	19	11
AL833776.1	0	0	0	0	0	0	0	0
Hmgb3	1427	1311	519	643	452	454	561	509
Gpr50	15	21	6	5	0	0	0	0
Vma21	339	388	343	343	196	192	220	215
Gm1141	4	4	17	4	0	0	2	0
Prrg3	611	570	554	374	105	73	178	197
Fate1	2	1	11	4	0	2	0	0
Cnga2	2	4	19	4	0	0	1	2
Magea4	0	0	0	0	0	0	0	0
Gabre	113	107	162	135	25	32	23	41
Magea10	0	0	0	0	0	0	0	0
Gabra3	65	75	81	66	63	54	76	96
Gabrq	13	8	4	2	4	3	0	2
Cetn2	462	389	191	245	211	237	284	260
Nsdhl	303	280	205	214	53	48	76	97
Gm14684	0	0	0	0	0	0	0	0
Zfp185	120	104	87	62	35	28	89	84
Pnma5	1	0	0	0	0	0	0	0
Pnma3	0	3	0	0	0	0	0	0
Xlr4a	4	0	0	2	0	5	1	13
Xlr3a	21	11	6	4	5	3	4	6
Gm20455	0	0	0	0	0	0	0	0
Xlr5a	22	22	11	11	5	2	11	8
Gm14685	0	0	0	0	0	0	0	0
Xlr5b	0	0	0	0	0	0	0	0
Xlr3b	30	21	8	14	5	8	14	14
Xlr4b	3	4	1	2	0	4	5	4
F8a	70	66	25	29	18	29	30	36
Zfp275	745	827	421	474	153	186	200	172
Zfp92	2	7	3	3	1	2	0	1
Trex2	0	0	1	0	0	0	0	0
Haus7	474	454	299	320	71	92	126	105
Bgn	635	598	1040	856	485	404	1306	1328
Atp2b3	23	13	23	10	11	6	12	11
Dusp9	51	49	3	11	0	0	0	0
Pnck	27	37	16	36	39	48	25	34
Slc6a8	734	750	604	771	790	906	1084	1069
Bcap31	1118	1000	865	865	493	512	619	668
Abcd1	195	161	197	196	223	249	250	235
AL672094.1	0	0	0	0	0	0	0	0
Plxnb3	15	21	21	23	45	42	22	30
Srpk3	708	610	347	485	333	345	459	425
Idh3g	2988	2815	2175	3192	3024	3495	2602	2802
Ssr4	385	422	283	293	192	201	257	258
Pdzd4	101	112	78	63	31	27	39	46
Gm14817	5	7	9	11	3	10	5	7
SNORD38	0	0	1	0	0	0	0	0
L1cam	577	549	375	367	332	356	402	386
Avpr2	1	0	0	0	1	0	0	0
Renbp	308	317	217	233	46	45	57	79
Hcfc1	2150	2320	1269	1381	590	545	641	671
Irak1	440	528	392	443	463	442	490	510
Mecp2	1302	1729	1655	1879	994	992	922	994
Opn1mw	0	0	2	2	0	0	0	0
Tex28	0	3	16	7	0	0	0	0
Tktl1	14	19	21	14	0	0	0	0
Flna	7481	7017	4833	4208	1797	1471	2600	2553
Emd	560	528	302	305	188	218	229	231
Rpl10	3986	4242	1749	1796	745	731	936	910
Dnase1l1	103	99	111	108	139	148	200	211
Taz	325	300	260	247	400	412	376	410
Atp6ap1	902	823	597	694	531	590	747	641
Gdi1	694	618	454	487	413	421	423	491
Fam50a	737	732	435	520	271	316	411	365
Plxna3	204	172	81	52	12	13	25	23
Lage3	114	125	76	89	45	53	65	59
Ubl4	338	318	253	270	288	278	341	311
Fam3a	226	224	170	185	162	172	213	185
Ikbkg	615	591	480	503	589	606	756	682
G6pdx	207	260	156	138	102	88	117	126
Gm6880	0	0	0	0	0	0	0	0
Olfr1326-ps1	0	0	0	0	0	0	0	0
Olfr1325	0	0	0	0	0	0	0	0
Gm5640	0	0	0	0	0	0	0	0
Gm6890	0	0	0	0	0	0	0	0
Gm5936	0	0	0	0	0	0	0	0
Gab3	101	117	228	213	148	125	135	158
Dkc1	1221	1186	511	540	342	320	362	315
Mpp1	484	500	351	359	216	200	260	283
4930428E23Rik	2	2	6	3	3	1	1	0
F8	296	413	321	415	143	150	226	195
Fundc2	1060	996	773	1024	1170	1302	1250	1165
Mtcp1	304	316	261	264	210	222	255	287
Brcc3	794	856	542	547	402	405	451	435
Vbp1	1550	1721	827	1062	490	554	627	589
Gm15384	0	2	3	3	1	0	0	0
Rab39b	18	15	7	1	0	1	8	6
Gm15063	0	2	2	2	0	0	0	0
4933407K13Rik	176	205	226	181	66	52	69	79
Pls3	1254	1397	2179	1995	875	884	1369	1393
Gm14715	0	0	0	0	0	0	0	0
Gm14707	0	0	0	0	0	0	0	0
Gm14717	0	0	1	1	0	0	0	0
Gm4937	0	0	0	0	0	0	0	0
4930428D18Rik	0	0	0	0	0	0	0	0
4930468A15Rik	2	0	0	0	0	0	0	0
snoMe18S-Um1356	0	0	0	0	0	0	0	0
Tbl1x	5528	7701	5422	6156	1576	1393	1977	1824
Prkx	704	861	827	787	297	313	343	342
Gm14742	0	0	0	0	0	0	0	0
Pbsn	0	0	0	0	0	0	1	0
Gm14744	0	0	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0
Gm5938	0	0	0	0	0	0	0	0
Obp1b	0	0	0	0	0	0	0	0
Gm14743	0	0	0	0	0	0	0	0
4930480E11Rik	0	0	0	0	0	0	0	0
Prrg1	378	526	749	723	571	499	597	551
AL732470.1	0	0	0	0	0	0	0	0
Gm16462	1	0	0	1	0	0	1	1
Gm8787	2	5	2	2	0	0	4	3
AL844174.1	2	6	3	3	1	2	2	1
Gm7173	15	11	7	11	5	2	7	2
Mageb16	1	5	1	4	0	0	0	0
Tmem47	867	955	842	887	286	276	291	279
4930595M18Rik	0	0	0	0	0	0	0	0
Dmd	20742	30267	32930	38470	25449	24127	43944	36981
Tsga8	0	0	0	0	0	0	0	0
1600014K23Rik	12	19	17	4	0	0	0	0
Tab3	1041	1359	965	1275	306	312	415	345
Gyk	1292	1457	1081	1210	835	851	1392	1164
Gm14764	1	7	4	5	2	1	3	5
Gm14762	0	4	3	0	12	9	9	5
5430427O19Rik	15	10	46	19	37	23	57	71
Samt3	0	0	0	0	0	0	0	0
Nr0b1	2	5	0	0	1	0	0	0
Mageb4	1	0	1	0	0	0	0	0
n-R5s10	0	0	0	0	0	0	0	0
Il1rapl1	143	221	82	116	93	59	46	54
Mir1906-2	0	0	0	0	0	0	0	0
Pet2	0	0	0	0	0	0	0	0
4932429P05Rik	0	0	0	0	0	0	0	0
AL670771.1	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0
Gm44	0	0	0	0	0	0	0	0
Gm14773	0	0	0	0	0	0	0	0
AL929540.1	0	0	0	0	0	0	0	0
Mageb2	0	0	0	0	0	0	0	0
Gm5072	0	0	0	0	0	0	0	0
Gm8914	0	0	0	0	0	0	0	0
1700084M14Rik	0	0	0	0	0	0	0	0
Gm14781	0	0	0	0	0	0	0	0
Mageb5	0	0	0	0	0	0	0	0
Mageb1	0	1	1	0	0	0	0	0
Mageb18	5	13	8	4	0	0	5	1
Gm5941	0	0	0	0	0	0	0	0
AL627403.1	0	0	0	0	0	0	0	0
1700003E24Rik	0	0	0	0	0	0	0	0
SNORD12	0	0	0	0	0	0	0	0
BC061195	0	0	0	0	0	0	0	0
Arx	0	0	0	0	0	0	0	0
Pola1	2977	3657	2685	2423	563	454	689	691
Pcyt1b	68	63	40	22	9	5	17	21
Pdk3	1852	2037	679	833	77	42	107	108
AU015836	0	0	0	0	0	0	0	0
Gm14798	167	201	106	114	57	51	54	52
Zfx	1927	2274	1701	2043	718	690	811	890
Eif2s3x	2689	2673	1439	1609	741	687	1061	836
Klhl15	844	1068	726	865	220	225	295	262
4932442L08Rik	3	5	6	1	0	0	0	0
Apoo	644	699	811	859	1086	1163	1154	1192
Gm14827	22	36	32	20	16	23	24	17
SNORA11	0	0	0	0	0	0	0	0
Maged1	4084	3801	1612	2208	656	643	853	720
Gspt2	95	110	34	25	12	9	14	14
Zxdb	121	154	98	122	34	41	44	62
Spin4	119	130	92	84	18	22	29	32
Arhgef9	587	646	773	682	535	501	628	545
Fam123b	860	848	550	693	180	185	291	212
Asb12	69	67	95	119	88	74	92	94
Gm14818	3	5	11	4	2	4	5	1
Zc4h2	109	106	61	43	21	20	32	33
Zc3h12b	175	267	187	125	71	58	104	98
1700010D01Rik	0	0	0	0	0	0	0	0
Las1l	917	956	694	782	430	410	515	473
Msn	3712	4131	5173	4869	1624	1416	2829	2462
F630028O10Rik	12	8	38	25	136	111	149	171
Vsig4	0	0	1	2	37	36	38	64
Hsf3	13	5	11	8	2	5	10	3
Heph	980	1023	543	602	91	74	145	119
Gpr165	9	2	1	3	4	0	0	0
Pgr15l	0	0	0	0	0	0	0	0
Eda2r	231	267	502	608	114	102	238	191
Ar	66	96	134	143	178	156	217	257
Ophn1	726	1031	1268	1277	947	812	1170	1328
Yipf6	826	826	546	576	376	383	523	501
Stard8	607	689	765	727	692	732	649	738
Efnb1	293	334	268	255	93	65	112	98
Gm14812	5	6	9	0	0	0	1	1
Gm14808	0	0	0	0	0	0	0	0
Pja1	585	565	344	348	193	203	244	201
Tmem28	1	3	0	0	0	0	0	0
Eda	1163	1933	2474	2219	295	251	438	484
Awat2	3	7	10	2	3	2	0	3
Otud6a	0	0	0	0	0	0	0	0
Igbp1	982	1043	642	645	467	495	533	529
Dgat2l6	8	22	40	20	8	5	2	2
Awat1	0	0	0	0	0	0	0	0
P2ry4	0	1	2	3	0	0	0	1
Arr3	17	16	11	5	0	1	1	2
Pdzd11	320	271	156	178	115	107	147	133
Kif4	2197	2297	957	947	29	22	174	128
Gdpd2	9	15	14	9	0	0	0	0
Gm14866	2	1	3	5	0	0	0	0
Gm14902	67	73	51	40	43	34	50	43
Dlg3	451	522	273	223	191	177	226	204
Tex11	87	97	50	73	18	24	36	10
Slc7a3	223	202	34	42	0	0	4	0
Snx12	797	963	765	883	385	358	446	457
Foxo4	451	446	236	267	216	226	258	226
Gm614	161	165	264	168	36	35	82	93
Med12	1235	1200	993	1031	508	557	610	582
Gjb1	0	0	1	0	0	0	0	0
Zmym3	644	600	264	312	210	183	281	247
Nono	5707	5417	1973	2466	875	871	1180	1130
Itgb1bp2	567	519	774	803	1159	1289	1247	1173
Taf1	2333	2284	1805	1627	920	880	1163	1172
Ogt	2855	2973	2586	2847	1710	1800	1994	1939
Cxcr3	0	0	0	0	0	1	3	4
Gm4779	4	4	4	4	0	0	0	3
8030474K03Rik	3	0	0	3	0	0	0	0
Nhsl2	1327	1840	1060	810	201	184	267	342
Rgag4	140	121	65	52	14	14	10	22
Pin4	327	289	186	247	159	148	206	179
Ercc6l	399	463	185	197	12	7	37	40
Rps4x	8496	8002	3406	3886	2028	2152	2383	2344
Cited1	413	417	157	173	3	3	2	1
Gm14858	181	282	208	162	18	9	17	16
AL954850.1	0	0	0	0	0	0	0	0
Hdac8	756	1091	1175	1018	628	584	723	798
Phka1	1136	1250	1316	1337	1058	1248	1295	1447
Gm9112	0	0	0	0	0	0	0	0
Dmrtc1b	0	0	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0	0	0
1700031F05Rik	1	0	0	0	0	0	0	0
Dmrtc1a	1	0	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	0	0	0
4930519F16Rik	25	22	17	5	0	0	1	1
Cdx4	0	0	5	0	0	0	0	0
Chic1	275	376	215	158	74	55	92	85
Tsx	5	1	2	2	1	1	0	0
Tsix	612	740	817	574	72	63	48	80
Xist	3193	3742	4154	3369	1	3	1	4
B230206F22Rik	436	536	449	370	251	219	241	283
Zcchc13	0	0	0	0	0	0	0	0
Slc16a2	510	715	1452	912	156	132	199	187
Rlim	3145	3564	2291	2458	855	830	1097	975
AL671963.1	0	0	0	0	0	0	0	0
C77370	326	429	486	381	14	14	27	27
Abcb7	2267	2513	1780	2121	1358	1411	1651	1401
Uprt	130	144	130	172	128	110	206	177
Zdhhc15	297	301	243	225	30	17	57	49
Magee2	10	4	3	3	0	0	0	0
5530601H04Rik	387	426	371	425	119	128	130	143
2610029G23Rik	1349	1508	1047	1083	175	174	277	229
Magee1	119	121	77	81	36	41	61	53
Mir384	0	0	0	0	0	0	0	0
5330434G04Rik	2	0	1	0	1	0	0	0
Cypt2	0	0	0	0	0	0	0	0
Fgf16	43	49	93	151	172	167	161	164
Atrx	7778	8615	6022	6828	2683	2368	3257	3240
Magt1	1559	1527	1055	922	611	638	648	578
Cox7b	7152	6209	6255	6228	9157	10375	9229	9694
Atp7a	1259	1635	2060	1796	394	431	484	565
Tlr13	25	29	59	12	52	46	98	95
Pgk1	7405	7309	2644	3301	2012	2206	3185	2746
Taf9b	190	218	148	166	115	113	138	119
Fnd3c2	0	0	1	0	0	0	0	0
Fndc3c1	104	133	44	36	0	0	0	1
Cysltr1	33	30	67	42	77	47	125	115
Gm5127	6	9	13	18	4	6	10	8
Zcchc5	62	59	82	52	5	3	8	5
Lpar4	659	665	426	389	26	14	76	63
P2ry10	58	77	5	21	20	16	41	47
A630033H20Rik	65	65	161	85	20	11	37	42
Gpr174	10	19	32	15	4	3	12	9
Itm2a	1171	1131	598	537	114	82	130	171
Tbx22	0	1	3	0	0	0	1	0
2610002M06Rik	522	604	311	391	171	176	228	189
Fam46d	110	149	29	36	6	3	6	3
Gm732	0	0	0	0	0	0	0	0
AL670114.1	0	2	0	0	0	0	0	0
Brwd3	1245	1549	1655	1815	411	462	572	560
2810403D21Rik	124	169	287	187	153	132	211	147
Hmgn5	415	404	247	307	111	99	94	114
Sh3bgrl	1359	1644	1602	1354	814	681	986	1052
Pou3f4	2	0	0	0	0	0	0	0
Cylc1	0	0	0	0	0	0	0	0
Gm10112	0	0	0	0	0	0	0	0
Rps6ka6	676	844	150	226	12	5	12	8
Hdx	367	495	575	475	25	14	52	52
Tex16	57	104	49	53	0	0	0	0
4933403O08Rik	1	1	1	1	0	0	0	0
Apool	909	992	758	1112	719	691	809	766
Satl1	0	0	0	0	0	0	0	0
2010106E10Rik	0	2	4	5	0	0	0	0
Zfp711	874	989	558	863	12	13	25	18
Pof1b	12	26	7	12	1	0	0	0
AL805935.1	0	0	0	0	0	0	0	0
Gm14936	9	11	13	6	0	0	0	0
Chm	1320	1685	1667	1805	602	641	840	792
Dach2	70	97	37	39	4	5	12	7
Klhl4	1256	1346	837	852	139	101	227	233
Ube2dnl	0	0	0	0	0	0	0	0
4930524E20Rik	0	0	0	0	0	0	0	0
4930555B12Rik	0	0	0	0	0	0	0	0
BX119956.1	0	0	0	0	0	0	0	0
Cpxcr1	0	0	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0	0	0
Tgif2lx1	0	0	0	0	0	0	0	0
Gm14929	1	1	1	1	1	0	2	0
Pabpc5	4	10	0	2	1	2	1	1
Pcdh11x	262	398	164	148	12	18	30	17
Nap1l3	70	61	33	35	21	34	34	34
Gm17521	0	0	0	0	0	0	0	0
3110007F17Rik	148	172	126	111	52	44	62	65
Astx6	0	0	0	0	0	0	0	0
Gm17503	0	0	0	0	0	0	0	0
BX679668.1	0	0	0	0	0	0	0	0
Gm14951	0	1	0	0	0	0	0	0
Astx2	0	0	0	0	0	0	0	0
BX088531.1	0	0	0	0	0	0	0	0
Gm6604	0	0	0	0	0	0	0	0
Gm14950	0	0	0	0	0	0	0	0
CR628367.1	0	0	0	0	0	0	0	0
Gm5167	0	0	0	0	0	0	0	0
Astx5	0	0	0	0	0	0	0	0
Vmn2r121	0	0	0	0	0	0	0	0
Astx1a	0	0	0	0	0	0	0	0
CR974424.1	0	0	0	0	0	0	0	0
Astx4a	0	0	0	0	0	0	0	0
CR974480.1	0	0	0	0	0	0	0	0
Astx4b	0	0	0	0	0	0	0	0
Astx1b	0	0	0	0	0	0	0	0
CR628363.1	0	0	0	0	0	0	0	0
CU041232.1	0	0	0	0	0	0	0	0
Astx4c	0	0	0	0	0	0	0	0
BX571788.1	0	0	0	0	0	0	0	0
Astx1c	0	0	0	0	0	0	0	0
CR974488.1	0	0	0	0	0	0	0	0
Astx4d	0	0	0	0	0	0	0	0
BX119993.1	0	0	0	0	0	0	0	0
Astx3	0	0	0	0	0	0	0	0
4932411N23Rik	2	1	4	4	2	1	1	1
Gm382	0	0	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0	0	0
4930412D23Rik	0	0	0	0	0	0	0	0
AL807401.1	0	0	0	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	0	0	0
Diap2	3049	5074	7048	7174	2675	2662	3106	3185
AL671906.1	0	0	0	0	0	0	0	0
Pcdh19	205	351	795	670	277	197	426	456
Tnmd	4	5	5	0	0	0	11	9
Tspan6	799	760	384	369	52	51	123	114
4930570D08Rik	3	4	3	1	0	0	0	0
Srpx2	87	86	180	106	97	100	321	296
Sytl4	132	119	61	62	28	35	33	34
Cstf2	1178	1139	640	628	222	198	341	318
Nox1	101	105	240	121	160	137	198	140
Arl13a	1	1	2	4	0	4	1	1
Trmt2b	844	854	709	711	690	669	784	704
Tmem35	155	161	74	124	29	39	35	21
Cenpi	988	1070	447	439	17	5	69	67
Drp2	60	59	36	15	5	2	17	13
Taf7l	8	12	10	5	0	0	1	0
Timm8a1	93	82	49	43	20	17	27	34
Btk	19	28	36	16	73	45	66	72
Rpl36a	6288	5932	2471	2773	1205	1307	1645	1620
Gla	357	352	311	279	36	37	48	52
Hnrnph2	1255	1211	635	767	413	400	540	460
B230119M05Rik	9	9	3	5	0	0	0	1
Armcx4	1669	1795	818	1019	166	116	236	203
Armcx1	459	439	226	256	56	53	100	92
Gm10344	6	2	3	4	0	0	2	1
Armcx6	233	219	109	125	8	8	17	18
Armcx3	1073	1073	624	732	239	229	378	313
Armcx2	805	806	341	352	41	36	87	77
Nxf2	9	7	6	6	0	0	1	3
Zmat1	176	201	295	296	254	271	273	282
3632454L22Rik	2	2	1	0	0	1	0	0
Gm15020	0	0	0	0	0	0	0	0
Gm15023	0	0	0	0	0	0	0	0
Tceal6	7	8	0	0	0	0	0	0
Pramel3	0	0	0	0	0	0	0	0
AL731676.1	0	0	0	0	0	0	0	0
Gm15017	0	0	0	0	0	0	0	0
Gm5128	0	0	0	0	0	0	0	0
BX571775.1	0	0	0	0	0	0	0	0
Gm7903	0	0	0	0	0	0	0	0
AL954640.1	0	0	0	0	0	0	0	0
AV320801	0	0	0	0	0	0	0	0
Gm15015	0	0	0	0	0	0	0	0
Nxf7	5	6	1	3	1	0	0	3
Prame	1	0	0	0	0	0	0	0
1700008I05Rik	0	1	2	1	0	0	0	0
Tmsb15a	4	1	0	2	0	0	1	0
Armcx5	1927	2129	1489	1744	897	884	1067	1040
Mir1970	0	0	0	0	0	0	0	0
Gprasp2	280	287	73	110	13	11	17	22
Bhlhb9	621	649	357	469	183	189	180	164
Arxes2	126	118	40	47	2	3	2	3
Arxes1	43	35	9	12	0	0	0	0
Bex2	110	92	11	20	0	0	0	0
Nxf3	12	16	2	9	6	0	0	0
5730412P04Rik	0	0	0	0	0	0	0	0
Bex4	682	544	88	156	7	2	4	1
AL671914.1	0	0	0	0	0	0	0	0
Tceal8	2855	2362	1062	1239	290	266	381	380
Tceal5	159	124	79	93	1	1	1	1
Bex1	1112	1070	289	323	11	10	30	32
Tceal7	259	237	138	202	7	8	56	39
Wbp5	3387	2818	1041	1350	215	204	316	311
Ngfrap1	975	1005	333	389	34	19	30	36
n-R5s12	0	0	0	0	0	0	0	0
Kir3dl2	0	0	0	1	0	0	0	0
Kir3dl1	0	0	0	0	0	0	0	0
Tceal3	28	27	4	3	3	4	3	0
Tceal1	132	154	98	109	79	84	91	79
Morf4l2	2432	2561	1509	1736	469	509	723	634
BC065397	126	138	240	251	170	166	142	166
Glra4	0	4	3	0	2	2	1	1
Plp1	55	52	58	57	45	45	49	49
Rab9b	22	22	9	18	5	13	12	5
1700014N06Rik	0	0	0	0	0	0	0	0
Tmsb15l	42	47	14	27	3	12	13	6
Mcart6	444	534	318	292	92	92	136	127
Zcchc18	14	14	0	1	0	0	0	0
Fam199x	737	849	474	543	264	277	459	345
Esx1	0	0	0	0	0	0	0	0
Il1rapl2	76	127	224	102	7	6	25	7
Tex13a	0	0	0	0	0	0	0	0
Nrk	1507	1925	1633	1151	27	37	46	59
Serpina7	0	0	0	0	0	0	0	0
4930513O06Rik	1	0	0	0	0	0	0	0
4933428M09Rik	0	0	0	0	0	0	0	0
Mum1l1	1526	1675	958	1499	65	41	221	125
C330013F16Rik	13	9	7	0	0	0	0	0
Trap1a	2	3	0	0	0	0	0	0
D330045A20Rik	67	65	12	27	10	7	11	6
Rnf128	614	724	652	905	653	741	773	843
Tbc1d8b	905	1179	763	952	233	206	316	309
Ripply1	0	0	1	1	0	0	1	0
Cldn2	2	2	4	1	0	0	0	0
Morc4	1432	1560	993	1210	93	88	121	128
Rbm41	709	820	571	591	304	288	366	338
Nup62cl	47	74	23	42	0	0	3	0
E230019M04Rik	0	2	2	0	0	0	1	0
Gm15046	1	2	0	2	2	2	2	2
Mir3475	0	0	0	0	0	0	0	0
Frmpd3	10	5	4	3	10	14	7	5
Prps1	686	690	341	451	217	243	283	253
Tsc22d3	1377	1716	1581	2263	1347	1787	813	1280
Mid2	1821	2459	1737	2158	593	549	773	718
Eif2c5	0	5	10	8	0	0	0	0
Tex13	2	5	7	4	1	1	3	2
Vsig1	0	3	5	1	0	0	0	0
Psmd10	316	290	177	206	142	145	174	155
Atg4a	258	249	328	302	217	227	316	266
Col4a6	1372	1699	439	804	92	35	97	103
Col4a5	3875	4059	2095	3361	1156	1088	2119	1787
Irs4	11	19	9	12	0	0	0	0
Gm15295	0	0	0	0	0	0	0	0
Gm15298	15	16	18	8	12	9	11	12
Gucy2f	2	2	6	3	1	0	1	0
Nxt2	238	235	116	124	103	94	126	125
Kcne1l	30	33	16	8	1	0	6	3
Acsl4	2388	2883	2514	2169	533	466	702	684
Tmem164	2273	2945	3508	3243	889	966	914	985
Ammecr1	2129	2948	2566	2610	988	1055	1046	1430
Rgag1	6	1	14	3	0	0	1	2
